0
60	doIiQl6oDPP6i9qobqoobblPQqPiI9bD	サナ・モレッテ・ネ・エンテ	Togo Project feat. Sana	5	3	4	9	12		5	9	12	
61	OPbqldiq0dQIo1011086IOl1qbOloOl9	CANDY☆	Luv UNLIMITED	6	4	6	7	11		5	8	11	
62	iOPbIi1b99819b9QiD8QbdPbq0DqO0DO	exotic ethnic	RevenG	6	4	5	8	13		5	7	13	
63	olQQ8QPPqqObDD9ooodOl9i9od8b06I9	Healing Vision ～Angelic mix～	2MB	6	5	7	11	13		8	10	14	
64	bP69QdDQ0QQ9dP0dDio0dO61i9Dbdl00	Let the beat hit em!(CLASSIC R&B STYLE)	Stone Bros.	6	3	6	7	10		6	7	10	
65	6P18lOliIQqIO6Di0PP8iDlDQ01b0o0q	MAX 300	Ω	6	5	9	12	15		9	12	15	
66	61ido0DPl8q0dI1i011Do1b6669dPIlo	ORION.78～civilization mix～	2MB	6	4	9	12	13		9	11	13	
67	DdO1iboqI6980Q6QPD9P1PbQQ88I16lq	AFRONOVA(FROM NONSTOP MEGAMIX)	RE-VENGE	7					10				10
68	808dq8OIq16PP19i1bP0IDP1OqPOlo6q	AM-3P（AM EAST mix）	KTz	7					10				11
69	POIDil00didIo98D10loIObibPOob88O	B4U(B4 ZA BEAT MIX)	NAOKI	7					10				10
70	bqQ1OQDidQD8QbIqql06O6o1QD6oOodP	BRE∀K DOWN！	NAOKI	7	3	5	7	12		5	8	13	
71	i18OPo6l8Q6bo9q0qP6889IDqoP8O0Qq	BRILLIANT 2U(K.O.G G3 MIX)	BeForU	7					10				9
72	QdbPPPDlIQiI191qPdblO01O8P8o6D68	BURNIN' THE FLOOR（BLUE FIRE mix）	NAOKI	7					10				10
73	i86qD6Pl61dPI0Q9db1P8bl1ii99q1lD	BURNING HEAT！（3 Option MIX）	Mr.T with Motoaki. F	7	3	4	8	13		4	7	12	
74	1Qqo9bID18OdiI1Qb0lP9DIqIO6ldPOP	CANDY♡	小坂りゆ	7	4	5	7	10		4	6	10	
75	O6q1o06Po9lQbqOl08Io1obqQ9QPi09b	CELEBRATE NITE(EURO TRANCE STYLE)	N.M.R	7					11				10
76	iQo0QOoI6bOPQlbb9ldOo9lbdD1idiOO	D2R	NAOKI	7	3	4	7	11		4	8	11	
77	98q8616ddDIqdo1dbqbO0Po96oldo1Oo	DESTINY	NAOKI feat. PAULA TERRY	7	3	3	7	10		3	8	11	
78	8Pb6oPdbO6lo8lbiQ181IDidI9ll8q80	DIVE TO THE NIGHT	小坂りゆ	7	3	4	8	11		5	9	12	
79	d0P01d9q8oOd8OP1bQPoqlq96906PqPD	DROP OUT(FROM NONSTOP MEGAMIX)	NW260	7					12				13
80	Dd6lP00DPqIb0d6iqOdlO08l69l6q1di	ECSTASY (midnight blue mix)	d-complex	7					11				11
81	8DQDq16PPlli6o9iDl11DqooqOPlOb08	HIGHER（next morning mix）	NM feat. SUNNY	7					11				11
82	lPloI86odlIbIo96P169b9I0Ob8lD189	HYSTERIA 2001	NM	7					10				11
83	DddIPd6iId8Doqq8OibDlD1dOi8PO8o9	i feel ...	AKIRA YAMAOKA	7	3	4	8	12		3	8	12	
84	lObPDQDI08DoodDq1061IP1qbQ1qQQbl	MAXX UNLIMITED	Z	7	5	10	13	16		7	12	15	
85	d99P0I1i960QO0oolD6oQIO8OObO9Plb	MY SUMMER LOVE(TOMMY'S SMILE MIX)	MITSU-O! with GEILA	7					12				11
86	Qo9l6l6lq0q618bQOb8d6qiooiiPQqoI	rain of sorrow	NM feat. EBONY FAY	7	3	3	9	12		5	7	12	
87	Db9D6Old6lIo01q0qlQ0dD1oDdbdob8I	Secret Rendez-vous	DIVAS	7	3	4	7	12		4	8	12	
88	O06Id8PIDbDblO109ddi1dldd0bqDdQ1	SEXY PLANET(FROM NONSTOP MEGAMIX)	Crystal Aliens	7					10				9
89	oio6bqP08PPoP9qIq1oi9Dib9PIq9l11	Silent Hill (3rd christmas mix)	THOMAS HOWARD	7					10				11
90	DOOb99dlP8PdIbDOQIqoqll60Iob9189	STILL IN MY HEART（MOMO MIX）	NAOKI	7					11				12
91	0qQ1odlooiQO99DDP6bD9bOq89669PQb	SUPER STAR(FROM NONSTOP MEGAMIX)	D.J.RICH feat. TAILBROS.	7					10				11
92	8809ol0qbbd6919bbl0b8id1669PqQ08	Sweet Sweet Love Magic	jun	7	4	5	9	13		5	8	11	
93	io688qld6Pqq6bI01q86illP18biq0bd	TSUGARU	RevenG vs DE-SIRE	7	3	5	9	12		6	9	13	
94	1qDD1DdPlId69010IQ18I6q8Q00IoI6D	TSUGARU (APPLE MIX)	RevenG vs DE-SIRE	7					11				11
95	ibOQ0QOdIPdIbIo0oPoDDI1DqPId00li	WILD RUSH(FROM NONSTOP MEGAMIX)	FACTOR-X	7					9				10
96	l9lq19DdiD8qQPoPOlboi1qQii0IQI86	革命	dj TAKA with NAOKI	7	3	5	9	12	11	4	8	11	11
97	ddOOOibQ6qIi9DI1bl8b108I1Ib6QDl9	1998	NAOKI	8	3	4	6	9		5	6	9	
98	iI8qbP0IIb16Oi9bIbb8O9dbDDi1ql86	Love2シュガ→	dj TAKA feat.のりあ	8	3	5	6	8		4	7	9	
99	Q96bO9D61lib19IiIi0i69P80bo6q69Q	321STARS	DJ SIMON	8	4	5	9	11		5	8	11	
100	oIb699q80OIPdlP0odl6bqbD0PlQodOq	A	D.J.Amuro	8	4	5	8	11	12	5	7	11	13
101	O6I9ioqii8i6I1DIb1PqOD6q0ooo8bDo	Across the nightmare	Jimmy Weckl	8	7	8	10	12	13	8	11	13	13
102	il6PIiDq11dD1981dQ00918D96lPQ0iQ	air	DJ SIMON	8	3	5	7	10		5	7	11	
103	dQ1oPoQqD0db8O19P1P0D1oq8I68i1Id	AM-3P -303 BASS MIX-	KTz(remixed by U1)	8	4	4	9	10		5	8	10	
104	9qbdq1PiI1O81P1PdioQli66Ob9QiiQP	bag	RevenG	8	2	7	11	13	13	7	12	13	13
105	P0O81Dl9Oiiid8bdOi0oqbD8DqolObbP	BE LOVIN	D-Crew	8	4	5	9	12		5	10	12	
106	odOQ1d1i6oil81b1QIDP6dOqqdooD918	Colors ～for extreme～	dj TAKA	8	3	5	8	9	13	5	7	10	13
107	doQI0i6lQbOo66DOi6olPqOPqIqO8Qd1	CUTIE CHASER(MORNING MIX)	CLUB SPICE	8	3	3	4	9		4	6	9	
108	6lQ9iQdq8P0Q11q9O8dbl9Q9Pi8bIb98	Dance Dance Revolution	DDR ALL STARS	8	5	6	8	12	12	6	8	12	11
109	1diQi81loIodIdOlQ8Pd6Qd8b69Q1DP8	Destiny lovers	くにたけ みゆき	8	3	4	7	13		4	7	12	
110	I0b6lIP691dOOI8PqDDlbPid9iO8o0lO	DROP THE BOMB(SyS.F. Mix)	Scotty D.	8	3	5	7	10		4	5	10	
111	IQ9bDo1dPbIo0ODQiObbQ99iP1bOi8iI	Frozen Ray ～for extreme～	dj TAKA	8	4	5	9	12		4	8	11	
112	69qoD0l6olQqqbl09b069q898b600I6o	Gamelan de Couple	TOMOSUKE	8	3	4	7	12		5	7	13	
113	10oQOoD00O1ql8qD88dI0i0biP69blq6	GRADUATION ～それぞれの明日～	BeForU	8	2	3	7	9		3	7	9	
114	oo8DId90dbDliiQQlQPQQoIq6lPliqo9	Happy Wedding	ASKA	8	3	4	6	10		5	6	9	
115	oDlO8QQOQ68IO61q9PQd800QiOll1odI	Heaven is a '57 metallic gray ～gimmix～	Hiro feat. Sweet little 30's	8	4	5	7	12		5	7	13	
116	I08olqilqQi9Dd0qOq0o09PPqI0l11QI	HYPER EUROBEAT	NAOKI feat. DDR ALL STARS	8	3	4	6	10		6	9	11	
117	lPoD60qooQ91QDq1qO9d19q9IoDIlPq9	I'm gonna get you!	Kelly Cosmo	8	3	4	7	9		4	7	11	
118	8qd9d01dPOq1lOOoPiOIoPobdd1QODPq	jane jana	T.E.M.P.O. feat.Mohammed & Emi	8	3	4	7	10		6	7	11	
119	1PQdDiqOD6o1b61iiDOoiiblIQbI91Pb	JET WORLD	Mutsuhiko Izumi	8	3	4	7	11		5	8	11	
120	qIoDdQ1OOoPO8Q1Io0P168161DODPoqb	KISS KISS KISS	NAOKI feat. SHANTI	8	4	5	6	12		5	8	12	
121	iOqb60DOOolIioDIOPi09P91i8PDiOqq	Kiss me all night long	NAOKI J-STYLE feat.MIU	8	3	3	6	10		3	6	11	
122	9IOdDPPO1IIPD9oDbOPo0Qo99Ii6Q8oi	LA BAMBA	メキシコ民謡	8	3	4	8	11		6	8	12	
123	8IIoIQQqlooiI6QD9ldIO6qidP98QP68	L'amour et la liberte(DDR Ver.)	NAOKI underground	8	3	6	9	12		6	9	12	
124	qIP6DPdbD9iO86i1DO9qDd8l6dPdbl0P	LOVE♡SHINE	小坂 りゆ	8	3	5	6	9		5	7	11	
125	i9DPi1Do9qoIQid09o1oilodPlDP6doO	Miracle Moon ～L.E.D.LIGHT STYLE MIX～	Togo Project feat. Sana	8	3	4	6	9		3	6	10	
126	O9Id8Qi6OIDIQ6bPi610q0001l1P099q	PARANOIA survivor	270	8	4	9	11	15		9	11	15	
127	68iQ9666QIQP1IOQbbd9989DQQ1D0dOl	PARANOIA survivor MAX	290	8	5	9	11	15	16	9	11	15	16
128	O09lbd0I8D0DI08O06l6iiI0i11I1iIb	Pink Rose	Kiyommy+Seiya	8	3	4	6	10		4	7	10	
129	D06P88iOlIdbbQ1Qd8OOI11dQoq0iOqd	SO IN LOVE	Caramel.S	8	3	4	7	9		2	7	9	
130	6lqoOddiPQ6D6160bOdP116bQdIliII8	STAY (Organic house Version)	emi	8	3	4	7	9		5	7	9	
131	OoIPPqIDbQ6qIb69q8dil0iq0l6q6DQD	stoic (extreme version)	TaQ	8	3	5	9	13		4	10	12	
132	8lo1IDqPDD88DObIPodOd8oQ0Q6qQ1Dd	sync (extreme version)	OutPhase	8	3	5	8	9	12	6	9	10	11
133	1Q1Q8oO600lodPbio8b8d66b8do1PIlQ	TEARS	NAOKI underground feat.EK	8	3	6	8	12		6	8	12	
134	lO68Q0iPIOiOIDDd8dOPoiql9OI81DQ0	The Least 100sec	Hirofumi Sasaki	8	5	7	11	12		7	10	14	
135	li608di8PolqqIP808iddOqi11qDDq0Q	The legend of MAX	ZZ	8	7	8	13	15		8	12	16	
136	POO9PlPq66OqIQO6Oq1i90D6Ill100il	TRIP MACHINE survivor	DE-SIRE	8	4	5	11	13		6	11	12	
137	0l181DPDqbQPb0qQl0i0dlQd0oQPlQ6i	Twin Bee -Generation X-	FinalOffset	8	3	5	8	11		4	7	11	
138	Ilo6IboPOq8Q10qDOdDDoO6P989bPPi6	V ～for extreme～	TAKA	8	3	5	8	12	13	5	7	11	13
139	DDqDDqDQ1Db60IiIDbIl6Pd8DPOq0q06	VANITY ANGEL	FIXX	8	3	4	9	12		5	9	12	
140	bDDd08iP8dlIlOo6iqd91dPiI1lQdOQq	xenon	Mr.T	8	3	5	10	13		5	9	13	
141	911lId0IooIOq1oDPoQ0iQiDiOIbd6oo	桜	RevenG	8	5	7	11	13	11	7	11	13	11
142	Dl69Pb9OQDlbOi80OQdIObiQ1Q08Dlqo	三毛猫ロック	亜熱帯マジ-SKA爆弾	8	4	5	8	11		5	9	13	
143	OboID1PloIIoOOObQdQOP110I61Ddl9I	蒼い衝動 ～for extreme～	NAOKI feat.YUKI	8	2	4	6	9		4	6	11	
144	I8lidoibqQqoQOqiDi6QiDbP9DIdd989	大見解	Des-ROW feat. TSUBOI for ALPHA	8	4	4	8	12	13	5	8	13	14
145	DibQ8O0bIodbdQo8D681qlqiDqllDPql	A Stupid Barber	Sho-T	9	3	4	8	9		4	8	9	
146	0DDo1ilPDQoIoPd8ol9OPO1IPbi9ii6d	AA	D.J.Amuro	9	3	5	9	13		5	10	13	
147	d0q8IDbqDI686q9Dl09ll0Id6bIio9Pd	Bad Routine	D.J. Spugna	9	3	5	7	9		4	8	9	
148	lii9bbbIq08b6DIdQ16Q0QOPiOibliIO	Baile Le Samba	Big Idea	9	1	3	10	11		3	6	10	
149	ObP1P1OoDII9b9ll698Q981ilIddb8Id	BALLAD FOR YOU～想いの雨～	NM feat. Thomas Howard	9	2	5	9	11		4	9	11	
150	D0dI08oDqi11Oo819D6ob1dlDbPlIPl0	Brazilian Anthem	Berimbau '66	9	3	5	8	12		5	8	10	
151	DObld6O6OdblOo1di9dlP86DO909O6qI	cachaca	Mokky de Yah Yah's	9	1	3	7	12		4	9	11	
152	68dqbIdOiiiiddlbb1OD66qq6d80I6D8	Can Be Real	Vision F	9	3	4	6	10		3	6	10	
153	8IdP90DQDi9bqodPqDQIIqOqOO08PPio	CAN'T STOP FALLIN' IN LOVE -super euro version-	NAOKI with Y&Co.	9	3	4	7	8		1	5	8	
154	bd8o99iPI9lqOl1Q8P68lbQOlo8Oq1qO	CENTAUR	Jimmy Weckl	9	4	6	9	12		6	9	12	
155	8o1iQPiId8P6Db9Iqo1Oo119QDoq8qQ8	CHAOS	DE-SIRE retunes	9	6	8	12	14	16	9	12	14	15
156	ilIbq9Db1d86PIo0b96qdd0oPOQ6bqi1	CURUS	D-crew	9	2	3	7	10		4	5	12	
157	OO0QbD9D6QQIb10Q9IDOQd8odb6ob6qP	DoLL	TЁЯRA	9	4	5	8	12	13	5	8	12	14
158	PD9lP16dllbPqbdIO0Ii0I8D1I90QIIl	Dragon Blade	Kozo Nakamura	9	5	9	10	11		9	11	11	
159	8QbqP80q9PI8bbi0qOoiibOQD08OPdli	Fascination ～eternal love mix～	2MB	9	9	11	13	16	18	10	13	17	17
160	O6llIdODQD6oDQ6QiPQDOlob9i8l6qib	Fascination MAXX	100-200-400	9	6	11	13	17	18	10	13	17	18
161	dDOdPQOqD6P68dIOl6O6I8q99Q6dd9Ob	Flow	Scotty D. revisits U1	9	4	5	9	12		6	9	11	
162	0D096II0i9l0doPlbPQbiPo1IQDDoOP0	Flow (True Style)	Scotty D. revisits U1	9	4	6	9	12	13	6	9	12	14
163	d96OiPiOIboqI8o6PIDO8D9qPb9P18il	Fly away	ChiyoTia	9	3	4	7	11		3	8	11	
164	Q8Ioq8POo69ol8bPiOPQPq61oqoPo0DO	Forever Sunshine	Chel Y.	9	3	4	7	8		3	6	8	
165	PPddP6OOldodoOPqiId19Pd919OOid61	Freedom	BeForU	9	3	5	7	11		4	7	11	
166	i6Q00D16PbbQPl19oibiiQ6qQD01D6o8	Funk Boogie	Funk Kid feat. KOOL BOYS	9	4	5	4	8		4	6	8	
167	b0Po680ibI600ObOi6qqidI06oqo0Olq	GORGEOUS 2012	THE SURRENDERS	9	4	3	8	10		5	7	11	
168	8DdIqobi0liOPDO1qld6lQ9Dq00I66qi	HAPPY☆ANGEL	jun with TAHIRIH	9	4	4	8	12		3	8	11	
169	109P1iO9i6q1q0bdQobiodQDoD619dqd	Healing-D-Vision	DE-STRAD	9	6	9	12	14	18	9	13	15	18
170	1i6ObblIOoPo6dDd9dIIq11l60qiD9di	I Need You	Supa Fova feat. Jenny F.	9	3	4	6	8		5	6	8	
171	0ib0Pqol08o9ODDq166iDl8oll061lPl	iFUTURELIST(DDR VERSION)	AKIRA YAMAOKA	9	3	5	7	12	13	5	7	11	13
172	qDi0dIlObi6Q6P8dQ1b8oIb188O9608o	INNOCENCE OF SILENCE	nc ft NRG Factory	9	3	5	10	12		5	9	12	
173	O8qii6oiooPd8lbPqDo9QQioIoQQOoq0	INSIDE YOUR HEART	AKIRA YAMAOKA	9	3	4	6	9		3	6	9	
174	IoI10obli6qd9DI699l61Pq16P9bboDd	Jam & Marmalade	FinalOffset	9	3	4	8	11		5	8	10	
175	PQPloiIQ19QDP9QoI1ld9DlDObIOP689	KEEP ON MOVIN' ～DMX MIX～	N.M.R-typeG	9	3	5	7	11		4	8	12	
176	qbQ9I1bI6q91Q18DlDlI1Qdi8q6Qlo91	La Bamba	LH MUSIC CREATION	9	3	5	8	11		6	8	12	
177	8O86IP9dqQ8818ld9od8Q0PiDId6666P	LOGICAL DASH	DJ TAKA	9	3	4	7	11		5	6	10	
178	D6oPIlOlIIOi1oq6Pd6011lqobbqOlib	LOVE IS ORANGE	Orange Lounge	9	3	5	7	9	11	5	8	8	12
179	0Oo6iId08018qOqbo6O1o0QQ9D09Piq1	Make A Difference	Lala Moore with CoCoRo*Co	9	3	5	7	12		5	8	12	
180	6P6dPoi66qO980bQo6l1QdlQIooq086l	MARIA(I believe...)	NAOKI feat. PAULA TERRY	9	3	5	8	11		5	9	12	
181	qOP1qP69o6id061o9bo8l6P11P1PQI1O	MAX 300 (Super-Max-Me Mix)	Jondi & Spesh	9	6	10	13	15	16	9	12	15	17
182	OQol16I968Q8bDoQd80i90oQQbqOdbdP	MAXIMIZER	CLI-MAX S.	9	5	6	9	12		6	9	11	
183	iI1iQD6Id0PiPDoo919doOooDib09I6b	MIDNIGHT SPECIAL	Love machineguns	9	3	7	9	10		7	10	12	
184	b6dqPiOO6iO6b8D90Ido6QPOlObd9o98	Mind Parasite	TOMOSUKE	9	3	5	9	13		5	8	10	
185	OoQ6Oq81oIql8iIlbI6qldIlqoD1Di1I	Monkey Punk	Big Idea	9	4	5	8	10		5	8	10	
186	lI8qIDQPD0PDOdO1d01iOq8bI98iiQ1l	MOON	dj TAKA feat.Erika	9	3	3	7	10		1	8	10	
187	QQdIOi1Q81IqIoDqo80P0I1Q9qIdq1il	murmur twins	yu_tokiwa.djw	9	3	4	8	11		3	8	11	
188	Io1661doQq6OQ8DoobPq1IQlbqoDD1q8	My Only Shining Star	NAOKI feat. Becky Lucinda	9	3	4	7	9		3	7	11	
189	81qibDQqq8idiD1lQqq0qdqD6i6q1QDb	No.13	TAKA respect for J.S.B.	9	4	5	9	13		5	9	12	
190	IP00ID9bdlOoP9o9lo1qlO0D1Pdo9I8l	PARANOiA-Respect-	.3k	9	5	11	12	16		8	12	15	
191	8PQooio0ilPoQ8Di66I19QOQP90Ddbdi	PASSION OF LOVE	NAOKI feat. PAULA TERRY	9	4	5	7	10		6	8	10	
192	l609D9lOqbDP6iIld1dI18l888dODQ6Q	Polovtsian Dances And Chorus	Naoto Suzuki feat. Martha	9	3	4	9	11		5	9	11	
193	OI01b6I6OQ9IdQidll890oqlOPDql9ol	PUT YOUR FAITH IN ME ～SATURDAY NIGHT MIX～	UZI-LAY	9	3	5	8	9		5	7	12	
194	D01oOb0IOQ1bbIIdi88O0d80Qo9dblqP	Quick Master	act deft	9	4	5	8	11		5	7	10	
195	QI96D9PqIQ90PidPQPdbqbi0q9q8lQbb	Quickening	dj TAKA	9	3	6	7	11		5	6	8	
196	qbDidIlodPP6PqI00D18P6dDbioIdDPD	rainbow flyer	dj TAKA	9	3	4	6	11		3	7	11	
197	0OQdlbo111ib1i88IdIPIbollD68Dii1	rainbow rainbow	Ryu☆	9	4	4	7	10		4	7	11	
198	81QD89Q6Ob911oOoobO0D98IQ1D1q60d	RED ZONE	Tatsh&NAOKI	9	4	6	8	12		6	8	11	
199	o9l8Id0D1lQdl1o9DDIPbO6q998lq8bd	Saturday Night Love	Sota feat. Brenda V.	9	3	4	6	8		4	6	8	
200	16Pio809ID669Di8OoPblQO0lDq668dQ	Scorching Moon	Shawn the Horny Master	9	3	4	7	11		5	7	10	
201	oIQo8IQPbobO6bioiqqdP6P6O8898DOQ	SEDUCTION	nc ft. FINALFORCE	9	4	6	9	12		6	9	13	
202	PO1olqI8DiDiO0loDIIQ08oPd910bQbQ	SEDUCTION(Vocal Remix)	NC feat. NRG Factory	9	3	6	9	12		6	8	12	
